Time,Voltage
0.002125000,2.929202
0.002130000,3.299304
0.002135000,3.262296
0.002140000,3.300279
0.002145000,3.293246
0.002150000,3.313983
0.002155000,3.303530
0.002160000,3.288421
0.002165000,3.302023
0.002170000,3.287658
0.002175000,3.299276
0.002180000,3.293468
0.002185000,3.319170
0.002190000,3.291486
0.002195000,3.307815
0.002200000,3.330902
0.002205000,3.300299
0.002210000,3.304613
0.002215000,3.314924
0.002220000,3.288990
0.002225000,3.263552
0.002230000,3.267516
0.002235000,3.296748
0.002240000,3.290102
0.002245000,3.281807
0.002250000,3.286387
0.002255000,3.309274
0.002260000,3.280197
0.002265000,3.323705
0.002270000,3.304955
0.002275000,3.309360
0.002280000,3.346069
0.002285000,3.305657
0.002290000,3.299443
0.002295000,3.267815
0.002300000,3.296824
0.002305000,3.283943
0.002310000,3.266880
0.002315000,3.309313
0.002320000,3.301235
0.002325000,3.322938
0.002330000,3.300075
0.002335000,3.328219
0.002340000,3.328396
0.002345000,3.307466
0.002350000,3.284216
0.002355000,3.317006
0.002360000,3.314015
0.002365000,3.273563
0.002370000,3.281284
0.002375000,3.293736
0.002380000,3.305427
0.002385000,3.293792
0.002390000,3.297863
0.002395000,3.281824
0.002400000,3.282696
0.002405000,3.287366
0.002410000,3.303156
0.002415000,3.317224
0.002420000,3.311308
0.002425000,3.290366
0.002430000,3.319944
0.002435000,3.317832
0.002440000,3.308407
0.002445000,3.297104
0.002450000,3.306551
0.002455000,3.298717
0.002460000,3.307599
0.002465000,3.305806
0.002470000,3.313939
0.002475000,3.270290
0.002480000,3.273920
0.002485000,3.289728
0.002490000,3.287641
0.002495000,3.280574
0.002500000,3.285066
0.002505000,3.125337
0.002510000,2.555654
0.002515000,2.006192
0.002520000,1.466231
0.002525000,0.955681
0.002530000,0.373201
0.002535000,0.033683
0.002540000,0.017788
0.002545000,0.024557
0.002550000,0.007310
0.002555000,0.022997
0.002560000,0.025537
0.002565000,0.023939
0.002570000,0.014594
0.002575000,-0.008393
0.002580000,0.001510
0.002585000,0.000127
0.002590000,0.009055
0.002595000,0.025738
0.002600000,0.010236
0.002605000,0.025617
0.002610000,0.021605
0.002615000,0.041130
0.002620000,0.022155
0.002625000,0.047808
0.002630000,0.022939
0.002635000,0.028870
0.002640000,0.003512
0.002645000,0.008765
0.002650000,0.045680
0.002655000,0.050063
0.002660000,0.036469
0.002665000,0.039022
0.002670000,0.020239
0.002675000,0.019532
0.002680000,0.010863
0.002685000,0.017530
0.002690000,0.008175
0.002695000,0.036397
0.002700000,0.027412
0.002705000,-0.001278
0.002710000,0.022503
0.002715000,0.010658
0.002720000,0.030970
0.002725000,0.027580
0.002730000,0.015958
0.002735000,0.019776
0.002740000,-0.008179
0.002745000,0.029792
0.002750000,0.008034
0.002755000,0.012488
0.002760000,-0.005219
0.002765000,0.019467
0.002770000,0.012525
0.002775000,0.011759
0.002780000,0.039728
0.002785000,0.009678
0.002790000,0.024596
0.002795000,0.019550
0.002800000,0.008820
0.002805000,0.017255
0.002810000,-0.002019
0.002815000,0.023578
0.002820000,0.010961
0.002825000,0.004841
0.002830000,0.001638
0.002835000,-0.001502
0.002840000,-0.010983
0.002845000,0.028374
0.002850000,0.036068
0.002855000,0.017834
0.002860000,-0.000830
0.002865000,0.020818
0.002870000,0.015514
0.002875000,0.026667
0.002880000,0.036446
0.002885000,0.011792
0.002890000,0.017497
0.002895000,0.021558
0.002900000,0.000451
0.002905000,0.037472
0.002910000,0.029759
0.002915000,0.036162
0.002920000,0.030612
0.002925000,0.015381
0.002930000,0.022283
0.002935000,0.036574
0.002940000,0.024275
0.002945000,0.020892
0.002950000,0.013443
0.002955000,0.013695
0.002960000,0.028771
0.002965000,0.024262
0.002970000,0.002839
0.002975000,0.040156
0.002980000,0.021234
0.002985000,0.023442
0.002990000,0.034182
0.002995000,0.016931
0.003000000,0.038426
0.003005000,0.022767
0.003010000,0.026808
0.003015000,0.021719
0.003020000,0.040115
0.003025000,0.018474
0.003030000,0.031343
0.003035000,0.027813
0.003040000,0.054792
0.003045000,0.022620
0.003050000,0.016586
0.003055000,0.026544
0.003060000,0.035701
0.003065000,-0.000688
0.003070000,0.020530
0.003075000,0.005963
0.003080000,0.027642
0.003085000,0.018208
0.003090000,0.009027
0.003095000,0.011258
0.003100000,0.022275
0.003105000,0.304371
0.003110000,0.968486
0.003115000,1.610087
0.003120000,2.283225
0.003125000,2.926844
0.003130000,3.324640
0.003135000,3.301876
0.003140000,3.319682
0.003145000,3.284522
0.003150000,3.263891
0.003155000,3.291160
0.003160000,3.300622
0.003165000,3.319477
0.003170000,3.321230
0.003175000,3.324643
0.003180000,3.302325
0.003185000,3.293536
0.003190000,3.276222
0.003195000,3.312731
0.003200000,3.296194
0.003205000,3.301832
0.003210000,3.315070
0.003215000,3.317806
0.003220000,3.296831
0.003225000,3.294925
0.003230000,3.287828
0.003235000,3.273259
0.003240000,3.315950
0.003245000,3.287604
0.003250000,3.283671
0.003255000,3.298014
0.003260000,3.315529
0.003265000,3.306355
0.003270000,3.291723
0.003275000,3.306264
0.003280000,3.314727
0.003285000,3.279110
0.003290000,3.300677
0.003295000,3.283128
0.003300000,3.294892
0.003305000,3.288097
0.003310000,3.309765
0.003315000,3.289973
0.003320000,3.306727
0.003325000,3.285737
0.003330000,3.301303
0.003335000,3.303720
0.003340000,3.297559
0.003345000,3.325132
0.003350000,3.317955
0.003355000,3.312405
0.003360000,3.301024
0.003365000,3.296566
0.003370000,3.334599
0.003375000,3.325119
0.003380000,3.304950
0.003385000,3.305503
0.003390000,3.306075
0.003395000,3.264459
0.003400000,3.277183
0.003405000,3.272929
0.003410000,3.315733
0.003415000,3.304592
0.003420000,3.275760
0.003425000,3.301811
0.003430000,3.295657
0.003435000,3.318422
0.003440000,3.292500
0.003445000,3.323515
0.003450000,3.314108
0.003455000,3.286802
0.003460000,3.313271
0.003465000,3.294924
0.003470000,3.306817
0.003475000,3.280409
0.003480000,3.302807
0.003485000,3.305095
0.003490000,3.314363
0.003495000,3.307417
0.003500000,3.285333
0.003505000,3.286073
0.003510000,2.796084
0.003515000,2.244862
0.003520000,1.711730
0.003525000,1.148953
0.003530000,0.577585
0.003535000,0.055472
0.003540000,0.025922
0.003545000,-0.003514
0.003550000,-0.015248
0.003555000,0.010961
0.003560000,0.029953
0.003565000,0.024150
0.003570000,0.010156
0.003575000,0.023169
0.003580000,0.017976
0.003585000,0.023008
0.003590000,0.029821
0.003595000,0.008126
0.003600000,0.018461
0.003605000,0.046655
0.003610000,0.016530
0.003615000,0.031810
0.003620000,0.031438
0.003625000,0.013778
0.003630000,0.015410
0.003635000,0.032742
0.003640000,0.031455
0.003645000,0.015872
0.003650000,0.008961
0.003655000,0.014085
0.003660000,0.021570
0.003665000,0.038088
0.003670000,-0.001888
0.003675000,-0.000953
0.003680000,0.021196
0.003685000,0.004277
0.003690000,0.025426
0.003695000,0.031698
0.003700000,0.037025
0.003705000,0.025411
0.003710000,0.044430
0.003715000,0.025847
0.003720000,0.030775
0.003725000,0.018363
0.003730000,0.021097
0.003735000,0.008956
0.003740000,0.039496
0.003745000,-0.000256
0.003750000,0.001591
0.003755000,0.045786
0.003760000,0.033344
0.003765000,0.029527
0.003770000,-0.003290
0.003775000,0.012839
0.003780000,0.015388
0.003785000,0.010187
0.003790000,0.033489
0.003795000,0.017398
0.003800000,0.028746
0.003805000,0.032058
0.003810000,0.029985
0.003815000,0.009374
0.003820000,0.022118
0.003825000,0.012288
0.003830000,0.027068
0.003835000,-0.018431
0.003840000,0.019629
0.003845000,0.024964
0.003850000,0.003085
0.003855000,0.007867
0.003860000,0.022382
0.003865000,0.034687
0.003870000,0.032529
0.003875000,0.030654
0.003880000,0.033749
0.003885000,0.000308
0.003890000,0.012657
0.003895000,0.015720
0.003900000,-0.006087
0.003905000,0.039529
0.003910000,0.069713
0.003915000,0.032623
0.003920000,0.018723
0.003925000,0.031749
0.003930000,0.023291
0.003935000,0.011236
0.003940000,0.025274
0.003945000,0.021558
0.003950000,0.009883
0.003955000,0.037006
0.003960000,0.029499
0.003965000,0.006606
0.003970000,0.014668
0.003975000,0.021010
0.003980000,0.020512
0.003985000,0.056099
0.003990000,0.025943
0.003995000,0.023330
0.004000000,0.032477
0.004005000,0.043620
0.004010000,0.026388
0.004015000,0.012008
0.004020000,0.047410
0.004025000,0.003888
0.004030000,0.017737
0.004035000,0.015050
0.004040000,0.044575
0.004045000,0.014086
0.004050000,-0.007128
0.004055000,0.035134
0.004060000,0.029325
0.004065000,-0.001846
0.004070000,0.016082
0.004075000,0.000345
0.004080000,0.012388
0.004085000,0.028284
0.004090000,0.051863
0.004095000,0.021849
0.004100000,0.002922
0.004105000,0.592904
0.004110000,1.288719
0.004115000,1.906976
0.004120000,2.547437
0.004125000,3.206900
0.004130000,3.277693
0.004135000,3.280807
0.004140000,3.287672
0.004145000,3.289187
0.004150000,3.284140
0.004155000,3.288651
0.004160000,3.325914
0.004165000,3.282589
0.004170000,3.287237
0.004175000,3.297433
0.004180000,3.321057
0.004185000,3.322313
0.004190000,3.310841
0.004195000,3.317465
0.004200000,3.304793
0.004205000,3.268875
0.004210000,3.287481
0.004215000,3.299219
0.004220000,3.288771
0.004225000,3.308939
0.004230000,3.249013
0.004235000,3.300714
0.004240000,3.304450
0.004245000,3.292272
0.004250000,3.278025
0.004255000,3.306713
0.004260000,3.292511
0.004265000,3.317471
0.004270000,3.313286
0.004275000,3.332236
0.004280000,3.303414
0.004285000,3.290616
0.004290000,3.279924
0.004295000,3.304082
0.004300000,3.252151
0.004305000,3.296992
0.004310000,3.303102
0.004315000,3.286492
0.004320000,3.269544
0.004325000,3.280277
0.004330000,3.328251
0.004335000,3.288826
0.004340000,3.287718
0.004345000,3.314672
0.004350000,3.291783
0.004355000,3.304654
0.004360000,3.280338
0.004365000,3.311616
0.004370000,3.324897
0.004375000,3.322846
0.004380000,3.301117
0.004385000,3.294094
0.004390000,3.332173
0.004395000,3.266826
0.004400000,3.276238
0.004405000,3.277720
0.004410000,3.298779
0.004415000,3.303795
0.004420000,3.297539
0.004425000,3.317090
0.004430000,3.300331
0.004435000,3.302578
0.004440000,3.298561
0.004445000,3.321156
0.004450000,3.290904
0.004455000,3.301452
0.004460000,3.289809
0.004465000,3.303668
0.004470000,3.310068
0.004475000,3.292377
0.004480000,3.282121
0.004485000,3.297324
0.004490000,3.294932
0.004495000,3.270402
0.004500000,3.296973
0.004505000,3.304289
0.004510000,2.787523
0.004515000,2.243005
0.004520000,1.718213
0.004525000,1.142229
0.004530000,0.613758
0.004535000,0.031034
0.004540000,0.019378
0.004545000,0.012611
0.004550000,-0.002053
0.004555000,0.007674
0.004560000,-0.013302
0.004565000,0.000834
0.004570000,0.026884
0.004575000,0.045858
0.004580000,0.024543
0.004585000,0.022175
0.004590000,0.016848
0.004595000,0.012294
0.004600000,0.006677
0.004605000,0.012629
0.004610000,-0.018797
0.004615000,0.032347
0.004620000,0.014159
0.004625000,0.044631
0.004630000,0.014921
0.004635000,0.006330
0.004640000,0.001929
0.004645000,0.043374
0.004650000,0.013176
0.004655000,0.031293
0.004660000,0.010999
0.004665000,0.012604
0.004670000,0.033994
0.004675000,0.000250
0.004680000,0.035181
0.004685000,0.012545
0.004690000,0.015868
0.004695000,0.006498
0.004700000,0.027258
0.004705000,0.019425
0.004710000,0.012704
0.004715000,0.017524
0.004720000,0.037283
0.004725000,0.025890
0.004730000,0.033630
0.004735000,0.043077
0.004740000,0.051133
0.004745000,-0.027433
0.004750000,0.001772
0.004755000,0.009896
0.004760000,0.003277
0.004765000,0.028270
0.004770000,0.008393
0.004775000,0.001926
0.004780000,0.056394
0.004785000,0.038563
0.004790000,0.017015
0.004795000,0.034103
0.004800000,0.003057
0.004805000,0.024678
0.004810000,0.040259
0.004815000,0.020302
0.004820000,0.027828
0.004825000,0.040851
0.004830000,0.027865
0.004835000,0.027997
0.004840000,0.019231
0.004845000,0.028910
0.004850000,0.042050
0.004855000,-0.005593
0.004860000,0.016827
0.004865000,0.004422
0.004870000,0.013718
0.004875000,0.055730
0.004880000,0.028173
0.004885000,0.020292
0.004890000,0.013121
0.004895000,0.008689
0.004900000,0.018354
0.004905000,-0.006085
0.004910000,0.009042
0.004915000,0.039678
0.004920000,0.027601
0.004925000,0.023185
0.004930000,0.011795
0.004935000,0.008142
0.004940000,0.019189
0.004945000,0.023729
0.004950000,0.021381
0.004955000,0.003730
0.004960000,0.003829
0.004965000,0.014822
0.004970000,0.028298
0.004975000,0.039333
0.004980000,0.022154
0.004985000,0.023993
0.004990000,0.018096
0.004995000,0.009492
0.005000000,0.019059
0.005005000,-0.005635
0.005010000,0.001188
0.005015000,0.036505
0.005020000,0.007465
0.005025000,0.008648
0.005030000,0.014112
0.005035000,0.014128
0.005040000,0.025842
0.005045000,-0.001283
0.005050000,0.014665
0.005055000,0.040522
0.005060000,0.033065
0.005065000,0.027386
0.005070000,0.051725
0.005075000,0.022603
0.005080000,0.004974
0.005085000,0.003049
0.005090000,0.013439
0.005095000,0.024047
0.005100000,0.018698
0.005105000,0.348351
0.005110000,1.004510
0.005115000,1.665963
0.005120000,2.320903
0.005125000,2.980631
0.005130000,3.265381
0.005135000,3.286135
0.005140000,3.296504
0.005145000,3.301812
0.005150000,3.290261
0.005155000,3.271953
0.005160000,3.297899
0.005165000,3.316751
0.005170000,3.298627
0.005175000,3.308128
0.005180000,3.327908
0.005185000,3.294226
0.005190000,3.310351
0.005195000,3.279489
0.005200000,3.320908
0.005205000,3.287874
0.005210000,3.295622
0.005215000,3.320680
0.005220000,3.323442
0.005225000,3.296966
0.005230000,3.281082
0.005235000,3.313304
0.005240000,3.291553
0.005245000,3.299618
0.005250000,3.308231
0.005255000,3.318240
0.005260000,3.316910
0.005265000,3.301931
0.005270000,3.301971
0.005275000,3.294210
0.005280000,3.294848
0.005285000,3.300432
0.005290000,3.320332
0.005295000,3.306267
0.005300000,3.308264
0.005305000,3.283221
0.005310000,3.279734
0.005315000,3.288466
0.005320000,3.276475
0.005325000,3.266685
0.005330000,3.306704
0.005335000,3.312376
0.005340000,3.320745
0.005345000,3.296307
0.005350000,3.285181
0.005355000,3.315095
0.005360000,3.292038
0.005365000,3.326664
0.005370000,3.267487
0.005375000,3.312385
0.005380000,3.276720
0.005385000,3.298275
0.005390000,3.288304
0.005395000,3.269854
0.005400000,3.291645
0.005405000,3.269551
0.005410000,3.270017
0.005415000,3.303851
0.005420000,3.271898
0.005425000,3.303492
0.005430000,3.297427
0.005435000,3.305955
0.005440000,3.303571
0.005445000,3.282200
0.005450000,3.284973
0.005455000,3.307014
0.005460000,3.278530
0.005465000,3.314359
0.005470000,3.281184
0.005475000,3.306085
0.005480000,3.296168
0.005485000,3.284205
0.005490000,3.295875
0.005495000,3.303122
0.005500000,3.293164
0.005505000,3.289931
0.005510000,2.840454
0.005515000,2.297797
0.005520000,1.732864
0.005525000,1.217370
0.005530000,0.677945
0.005535000,0.105992
0.005540000,0.007039
0.005545000,0.038092
0.005550000,-0.007103
0.005555000,0.035666
0.005560000,0.030886
0.005565000,0.011341
0.005570000,0.030920
0.005575000,0.029141
0.005580000,0.020358
0.005585000,0.037071
0.005590000,0.029237
0.005595000,0.018307
0.005600000,0.011812
0.005605000,0.012169
0.005610000,0.035644
0.005615000,0.007045
0.005620000,0.011500
0.005625000,-0.001227
0.005630000,0.026283
0.005635000,0.037712
0.005640000,0.035753
0.005645000,0.038940
0.005650000,0.041055
0.005655000,0.042859
0.005660000,0.043209
0.005665000,0.002450
0.005670000,0.027185
0.005675000,0.001614
0.005680000,0.024806
0.005685000,0.005228
0.005690000,0.005535
0.005695000,0.030050
0.005700000,0.014153
0.005705000,0.031769
0.005710000,0.035588
0.005715000,0.014707
0.005720000,0.031949
0.005725000,0.009049
0.005730000,0.030415
0.005735000,-0.001021
0.005740000,0.024822
0.005745000,0.017214
0.005750000,0.007627
0.005755000,0.008478
0.005760000,0.014953
0.005765000,0.020907
0.005770000,0.030911
0.005775000,0.035965
0.005780000,0.008443
0.005785000,0.010407
0.005790000,0.021085
0.005795000,-0.006784
0.005800000,0.006889
0.005805000,-0.007380
0.005810000,0.024630
0.005815000,0.023568
0.005820000,0.020453
0.005825000,0.019752
0.005830000,0.011024
0.005835000,0.008545
0.005840000,0.038383
0.005845000,0.026739
0.005850000,0.039333
0.005855000,0.042929
0.005860000,0.012450
0.005865000,0.045427
0.005870000,0.014176
0.005875000,0.037682
0.005880000,0.049125
0.005885000,0.027412
0.005890000,0.023061
0.005895000,0.032671
0.005900000,0.008537
0.005905000,0.015260
0.005910000,0.034006
0.005915000,0.018731
0.005920000,-0.000317
0.005925000,0.036958
0.005930000,0.034386
0.005935000,0.020668
0.005940000,0.003120
0.005945000,0.020160
0.005950000,-0.020915
0.005955000,0.017769
0.005960000,0.022343
0.005965000,0.018714
0.005970000,-0.004624
0.005975000,0.021751
0.005980000,0.006043
0.005985000,0.031192
0.005990000,0.004180
0.005995000,0.004252
0.006000000,0.036216
0.006005000,0.022945
0.006010000,0.006725
0.006015000,0.037014
0.006020000,0.016134
0.006025000,0.011944
0.006030000,0.012916
0.006035000,0.009477
0.006040000,0.020051
0.006045000,0.026904
0.006050000,0.053109
0.006055000,0.008152
0.006060000,0.014281
0.006065000,0.027411
0.006070000,0.031699
0.006075000,0.017090
0.006080000,0.010762
0.006085000,0.008217
0.006090000,0.051464
0.006095000,0.019061
0.006100000,0.013129
0.006105000,0.113417
0.006110000,0.783722
0.006115000,1.431162
0.006120000,2.089102
0.006125000,2.762842
0.006130000,3.303864
0.006135000,3.272722
0.006140000,3.279340
0.006145000,3.256890
0.006150000,3.283668
0.006155000,3.267115
0.006160000,3.292804
0.006165000,3.301101
0.006170000,3.296904
0.006175000,3.311765
0.006180000,3.278172
0.006185000,3.321559
0.006190000,3.281480
0.006195000,3.317261
0.006200000,3.336636
0.006205000,3.282942
0.006210000,3.288737
0.006215000,3.317723
0.006220000,3.319971
0.006225000,3.293697
0.006230000,3.266088
0.006235000,3.295230
0.006240000,3.303170
0.006245000,3.286814
0.006250000,3.301781
0.006255000,3.310459
0.006260000,3.287450
0.006265000,3.310153
0.006270000,3.298405
0.006275000,3.280066
0.006280000,3.323777
0.006285000,3.295070
0.006290000,3.311556
0.006295000,3.296903
0.006300000,3.298640
0.006305000,3.298563
0.006310000,3.306475
0.006315000,3.309930
0.006320000,3.303807
